path,text
crops_icdar15\train\img_710_000.png,SUSHI
crops_icdar15\train\img_209_002.png,REWARDS
crops_icdar15\train\img_323_016.png,Soon
crops_icdar15\train\img_126_023.png,Holland
crops_icdar15\train\img_94_045.png,RISING
crops_icdar15\train\img_831_004.png,ENTRANCE
crops_icdar15\train\img_660_000.png,MARKS&
crops_icdar15\train\img_435_008.png,JATZ
crops_icdar15\train\img_361_009.png,INES
crops_icdar15\train\img_652_009.png,OUR
crops_icdar15\train\img_380_008.png,COLLECTION
crops_icdar15\train\img_324_003.png,BOX
crops_icdar15\train\img_78_036.png,Services
crops_icdar15\train\img_201_013.png,than
crops_icdar15\train\img_416_009.png,save
crops_icdar15\train\img_514_001.png,cache
crops_icdar15\train\img_264_034.png,2015
crops_icdar15\train\img_747_010.png,GEIGER
crops_icdar15\train\img_722_004.png,GUCCI
crops_icdar15\train\img_163_003.png,POST
crops_icdar15\train\img_490_000.png,Choice
crops_icdar15\train\img_960_013.png,WIN
crops_icdar15\train\img_473_001.png,Admire
crops_icdar15\train\img_123_000.png,#10-12
crops_icdar15\train\img_423_005.png,JEM
crops_icdar15\train\img_943_003.png,MATCH
crops_icdar15\train\img_257_024.png,GATE
crops_icdar15\train\img_154_001.png,10%
crops_icdar15\train\img_32_002.png,Ngee
crops_icdar15\train\img_947_000.png,GOLDENLAND
crops_icdar15\train\img_506_007.png,grand
crops_icdar15\train\img_170_007.png,LTD
crops_icdar15\train\img_988_001.png,RAMEN
crops_icdar15\train\img_236_000.png,Better
crops_icdar15\train\img_42_002.png,Services
crops_icdar15\train\img_995_001.png,BRIDAL
crops_icdar15\train\img_147_046.png,billion
crops_icdar15\train\img_193_004.png,SIDE-GATE
crops_icdar15\train\img_773_018.png,ALE
crops_icdar15\train\img_840_003.png,Naturally
crops_icdar15\train\img_147_035.png,unseated
crops_icdar15\train\img_550_000.png,POH
crops_icdar15\train\img_224_006.png,19 99
crops_icdar15\train\img_555_004.png,BIG
crops_icdar15\train\img_461_032.png,CASUAL
crops_icdar15\train\img_884_006.png,min
crops_icdar15\train\img_235_009.png,KEEP
crops_icdar15\train\img_61_008.png,Singapore's
crops_icdar15\train\img_323_010.png,Discovered
crops_icdar15\train\img_616_002.png,lehiban
crops_icdar15\train\img_673_007.png,SALE
crops_icdar15\train\img_767_000.png,LIVE
crops_icdar15\train\img_265_002.png,IPPUDO
crops_icdar15\train\img_101_002.png,FOR
crops_icdar15\train\img_255_001.png,AHEAD
crops_icdar15\train\img_240_056.png,would
crops_icdar15\train\img_184_009.png,FOR
crops_icdar15\train\img_91_012.png,THE
crops_icdar15\train\img_163_015.png,Library
crops_icdar15\train\img_952_003.png,Water
crops_icdar15\train\img_865_011.png,SALE
crops_icdar15\train\img_131_006.png,pays
crops_icdar15\train\img_606_002.png,PRICES
crops_icdar15\train\img_171_019.png,Tap
crops_icdar15\train\img_666_004.png,70%
crops_icdar15\train\img_571_007.png,SALE
crops_icdar15\train\img_698_004.png,ONE
crops_icdar15\train\img_925_004.png,PERFUMES
crops_icdar15\train\img_713_001.png,COURT
crops_icdar15\train\img_923_001.png,L'OREAL
crops_icdar15\train\img_457_000.png,TICKETING
crops_icdar15\train\img_416_010.png,now!
crops_icdar15\train\img_760_001.png,ALDO
crops_icdar15\train\img_645_001.png,stuff
crops_icdar15\train\img_193_008.png,YOUR
crops_icdar15\train\img_361_004.png,MAGAZINES
crops_icdar15\train\img_530_005.png,View
crops_icdar15\train\img_968_002.png,GET
crops_icdar15\train\img_461_029.png,J.K.
crops_icdar15\train\img_208_006.png,GRE
crops_icdar15\train\img_974_002.png,COFFEE
crops_icdar15\train\img_147_054.png,launch.
crops_icdar15\train\img_866_001.png,Anniversary
crops_icdar15\train\img_952_005.png,Thermal
crops_icdar15\train\img_335_001.png,NOV
crops_icdar15\train\img_165_006.png,L10
crops_icdar15\train\img_638_014.png,SHOPPING
crops_icdar15\train\img_116_022.png,Special
crops_icdar15\train\img_120_020.png,Plaza
crops_icdar15\train\img_510_002.png,299
crops_icdar15\train\img_629_000.png,CONNECTION
crops_icdar15\train\img_897_010.png,ROUND
crops_icdar15\train\img_525_002.png,ISLAND
crops_icdar15\train\img_681_008.png,notherswork
crops_icdar15\train\img_51_010.png,Shuttle
crops_icdar15\train\img_465_007.png,Chaeng
crops_icdar15\train\img_429_005.png,Christmas
crops_icdar15\train\img_530_007.png,Stadium
crops_icdar15\train\img_1_001.png,[06]
crops_icdar15\train\img_616_000.png,ichiban
crops_icdar15\train\img_989_020.png,BEER
crops_icdar15\train\img_466_001.png,CALM
crops_icdar15\train\img_877_001.png,NEW
crops_icdar15\train\img_848_016.png,connected
crops_icdar15\train\img_893_017.png,ANY
crops_icdar15\train\img_293_003.png,1249
crops_icdar15\train\img_687_000.png,Dior
crops_icdar15\train\img_199_004.png,1AM
crops_icdar15\train\img_412_002.png,SERVICE
crops_icdar15\train\img_705_005.png,CREAM
crops_icdar15\train\img_39_010.png,beats
crops_icdar15\train\img_76_019.png,mooth
crops_icdar15\train\img_133_004.png,posit
crops_icdar15\train\img_239_006.png,Rajah
crops_icdar15\train\img_932_005.png,WANTED;
crops_icdar15\train\img_714_005.png,CATS
crops_icdar15\train\img_486_000.png,Welcome
crops_icdar15\train\img_929_013.png,FILIPINO
crops_icdar15\train\img_670_000.png,Shops
crops_icdar15\train\img_888_021.png,SALE
crops_icdar15\train\img_39_000.png,times
crops_icdar15\train\img_872_001.png,Grand
crops_icdar15\train\img_978_008.png,TARTS
crops_icdar15\train\img_686_001.png,don't
crops_icdar15\train\img_984_052.png,Verandah
crops_icdar15\train\img_341_000.png,50%
crops_icdar15\train\img_480_000.png,adidas
crops_icdar15\train\img_146_001.png,finest
crops_icdar15\train\img_113_004.png,BEAUTY
crops_icdar15\train\img_288_013.png,dupd
crops_icdar15\train\img_16_004.png,STOREY
crops_icdar15\train\img_197_002.png,LEVI
crops_icdar15\train\img_348_003.png,MOVING
crops_icdar15\train\img_997_001.png,YOGA
crops_icdar15\train\img_78_012.png,payment
crops_icdar15\train\img_596_000.png,Superdry.
crops_icdar15\train\img_78_055.png,investment
crops_icdar15\train\img_969_001.png,MINIT
crops_icdar15\train\img_768_002.png,501
crops_icdar15\train\img_675_000.png,ALL
crops_icdar15\train\img_429_000.png,m&m's
crops_icdar15\train\img_867_008.png,SALE
crops_icdar15\train\img_321_008.png,SALE
crops_icdar15\train\img_928_004.png,Nut
crops_icdar15\train\img_527_003.png,New
crops_icdar15\train\img_187_006.png,World
crops_icdar15\train\img_159_009.png,CALL
crops_icdar15\train\img_387_004.png,Chicken
crops_icdar15\train\img_983_020.png,transfer
crops_icdar15\train\img_468_007.png,PERSON
crops_icdar15\train\img_956_008.png,Make
crops_icdar15\train\img_153_004.png,www.imob.sg
crops_icdar15\train\img_91_004.png,Silkworm
crops_icdar15\train\img_525_007.png,25!
crops_icdar15\train\img_879_000.png,ERN
crops_icdar15\train\img_415_010.png,OFF
crops_icdar15\train\img_278_000.png,HEALTHWAY
crops_icdar15\train\img_199_002.png,1PM
crops_icdar15\train\img_185_003.png,CRANE
crops_icdar15\train\img_987_007.png,CHAMPION
crops_icdar15\train\img_782_001.png,BODY
crops_icdar15\train\img_583_003.png,SALE
crops_icdar15\train\img_287_004.png,SALE
crops_icdar15\train\img_689_000.png,ARM
crops_icdar15\train\img_967_000.png,RECIPES
crops_icdar15\train\img_921_005.png,KONG
crops_icdar15\train\img_327_016.png,Turkey
crops_icdar15\train\img_436_009.png,MILK!
crops_icdar15\train\img_240_004.png,doughy
crops_icdar15\train\img_240_006.png,shell.
crops_icdar15\train\img_804_001.png,SEPHORA
crops_icdar15\train\img_473_006.png,$20
crops_icdar15\train\img_750_000.png,ZALORA
crops_icdar15\train\img_640_001.png,Court
crops_icdar15\train\img_380_002.png,CRISS
crops_icdar15\train\img_356_003.png,SALE
crops_icdar15\train\img_848_013.png,pass
crops_icdar15\train\img_901_005.png,SALE
crops_icdar15\train\img_113_027.png,Hair
crops_icdar15\train\img_896_012.png,BRANDS
crops_icdar15\train\img_554_006.png,OCBC
crops_icdar15\train\img_104_003.png,BAG
crops_icdar15\train\img_851_002.png,ORCHARD
crops_icdar15\train\img_388_000.png,CUSTOM
crops_icdar15\train\img_265_005.png,CAFÉ
crops_icdar15\train\img_415_012.png,Eucerin
crops_icdar15\train\img_766_005.png,505
crops_icdar15\train\img_290_002.png,WORLD
crops_icdar15\train\img_977_000.png,and
crops_icdar15\train\img_257_006.png,SIDE-GATE
crops_icdar15\train\img_701_002.png,OPI
crops_icdar15\train\img_938_002.png,Foot
crops_icdar15\train\img_961_002.png,Our
crops_icdar15\train\img_184_010.png,HER
crops_icdar15\train\img_233_008.png,our
crops_icdar15\train\img_365_003.png,SALE
crops_icdar15\train\img_764_002.png,underwear
crops_icdar15\train\img_952_006.png,natural
crops_icdar15\train\img_589_004.png,PUE
crops_icdar15\train\img_502_009.png,Stretching
crops_icdar15\train\img_259_003.png,Clementi
crops_icdar15\train\img_705_006.png,THE
crops_icdar15\train\img_850_002.png,PAVILLION
crops_icdar15\train\img_589_011.png,PULL
crops_icdar15\train\img_570_000.png,lapalette
crops_icdar15\train\img_264_024.png,Top-up
crops_icdar15\train\img_724_000.png,GUESS
crops_icdar15\train\img_978_011.png,Gus
crops_icdar15\train\img_23_004.png,TRIALS
crops_icdar15\train\img_773_026.png,ale
crops_icdar15\train\img_222_004.png,CAFE
crops_icdar15\train\img_227_005.png,243
crops_icdar15\train\img_555_000.png,Bank
crops_icdar15\train\img_528_000.png,THE
crops_icdar15\train\img_852_004.png,KEITH
crops_icdar15\train\img_105_000.png,THANK
crops_icdar15\train\img_257_005.png,DEAR
crops_icdar15\train\img_94_033.png,ATWOOD
crops_icdar15\train\img_260_000.png,Murdoch
crops_icdar15\train\img_950_005.png,ANS
crops_icdar15\train\img_720_000.png,SALE
crops_icdar15\train\img_931_005.png,FILIPINO
crops_icdar15\train\img_766_003.png,513
crops_icdar15\train\img_323_007.png,Capit
crops_icdar15\train\img_179_000.png,GET
crops_icdar15\train\img_865_000.png,Grand
crops_icdar15\train\img_316_012.png,BEEN
crops_icdar15\train\img_146_006.png,Freshest
crops_icdar15\train\img_268_015.png,HIRING
crops_icdar15\train\img_491_010.png,FURNITURE
crops_icdar15\train\img_320_002.png,SALE
crops_icdar15\train\img_561_000.png,tech@vogue
crops_icdar15\train\img_195_006.png,Public
crops_icdar15\train\img_360_010.png,TOODLERS
crops_icdar15\train\img_268_026.png,Stylist
crops_icdar15\train\img_66_000.png,SBS
crops_icdar15\train\img_854_000.png,ON:SAL
crops_icdar15\train\img_198_000.png,APACHE
crops_icdar15\train\img_925_007.png,Dollars
crops_icdar15\train\img_59_006.png,CLASSES
crops_icdar15\train\img_342_006.png,SATURDAY
crops_icdar15\train\img_268_043.png,THANK
crops_icdar15\train\img_218_001.png,HITACHI
crops_icdar15\train\img_567_001.png,YORK
crops_icdar15\train\img_171_003.png,for
crops_icdar15\train\img_666_006.png,SECRET
crops_icdar15\train\img_865_007.png,Grand
crops_icdar15\train\img_49_001.png,Ayer
crops_icdar15\train\img_900_002.png,STORY
crops_icdar15\train\img_726_001.png,STEVE
crops_icdar15\train\img_410_009.png,LOSE
crops_icdar15\train\img_930_000.png,PTE
crops_icdar15\train\img_320_004.png,OUTLET
crops_icdar15\train\img_475_003.png,Green
crops_icdar15\train\img_147_018.png,China
crops_icdar15\train\img_383_000.png,SALE
crops_icdar15\train\img_48_008.png,optons
crops_icdar15\train\img_198_005.png,OUT!
crops_icdar15\train\img_564_010.png,$33
crops_icdar15\train\img_503_003.png,Foodfore
crops_icdar15\train\img_94_007.png,FICTION
crops_icdar15\train\img_85_002.png,L14
crops_icdar15\train\img_992_003.png,HOT
crops_icdar15\train\img_165_004.png,10-12 to 14
crops_icdar15\train\img_605_018.png,4.20
crops_icdar15\train\img_278_007.png,MEDICAL
crops_icdar15\train\img_933_000.png,THE
crops_icdar15\train\img_193_014.png,THE
crops_icdar15\train\img_87_006.png,THE
crops_icdar15\train\img_98_014.png,accept
crops_icdar15\train\img_953_009.png,LOCATION
crops_icdar15\train\img_800_004.png,Blue
crops_icdar15\train\img_953_007.png,FREE
crops_icdar15\train\img_781_002.png,ODY
crops_icdar15\train\img_310_000.png,E-PAY
crops_icdar15\train\img_417_004.png,REVION
crops_icdar15\train\img_61_005.png,CAN
crops_icdar15\train\img_782_008.png,AND
crops_icdar15\train\img_415_005.png,50%
crops_icdar15\train\img_611_012.png,AHITARGYM
crops_icdar15\train\img_564_006.png,Tops
crops_icdar15\train\img_506_005.png,theft
crops_icdar15\train\img_561_001.png,ASUS
crops_icdar15\train\img_98_015.png,NETS
crops_icdar15\train\img_327_006.png,Spain
crops_icdar15\train\img_721_004.png,FOSSIL
crops_icdar15\train\img_732_004.png,iae
crops_icdar15\train\img_91_003.png,the
crops_icdar15\train\img_493_001.png,Back
crops_icdar15\train\img_459_002.png,change
crops_icdar15\train\img_391_004.png,Marks
crops_icdar15\train\img_342_001.png,Basement
crops_icdar15\train\img_897_008.png,ALL
crops_icdar15\train\img_51_009.png,internal
crops_icdar15\train\img_564_001.png,$15
crops_icdar15\train\img_696_001.png,PRADA
crops_icdar15\train\img_530_006.png,View
crops_icdar15\train\img_916_000.png,EXIT
crops_icdar15\train\img_298_002.png,compressor
crops_icdar15\train\img_860_013.png,YEAR
crops_icdar15\train\img_265_004.png,Talk
crops_icdar15\train\img_240_027.png,Kaya
crops_icdar15\train\img_416_008.png,save
crops_icdar15\train\img_930_004.png,FILIPINO
crops_icdar15\train\img_171_010.png,nice
crops_icdar15\train\img_259_012.png,963R
crops_icdar15\train\img_78_005.png,PLUS
crops_icdar15\train\img_312_003.png,75%
crops_icdar15\train\img_324_007.png,OCO ICHIBI
crops_icdar15\train\img_560_000.png,ASUS
crops_icdar15\train\img_108_009.png,ACCESS
crops_icdar15\train\img_266_000.png,JEA
crops_icdar15\train\img_268_009.png,Spa
crops_icdar15\train\img_779_000.png,1/2
crops_icdar15\train\img_356_027.png,CAM
crops_icdar15\train\img_387_005.png,ARRIVAL
crops_icdar15\train\img_108_012.png,THE
crops_icdar15\train\img_372_000.png,EXIT
crops_icdar15\train\img_743_006.png,LOBBY A
crops_icdar15\train\img_124_004.png,24/7
crops_icdar15\train\img_343_007.png,PAUL
crops_icdar15\train\img_875_001.png,CEYLON
crops_icdar15\train\img_695_011.png,COACH
crops_icdar15\train\img_960_000.png,WIN
crops_icdar15\train\img_992_005.png,STYLE
crops_icdar15\train\img_630_007.png,SALE
crops_icdar15\train\img_772_002.png,B1/B3
crops_icdar15\train\img_405_000.png,YOURSELF
crops_icdar15\train\img_327_012.png,Korea
crops_icdar15\train\img_350_001.png,McAfee
crops_icdar15\train\img_462_002.png,investment
crops_icdar15\train\img_196_008.png,DEKAT
crops_icdar15\train\img_840_002.png,Beauty
crops_icdar15\train\img_483_007.png,com
crops_icdar15\train\img_257_013.png,THE
crops_icdar15\train\img_239_009.png,Ave
crops_icdar15\train\img_123_001.png,connexis
crops_icdar15\train\img_1_003.png,62-03
crops_icdar15\train\img_79_000.png,YOUR
crops_icdar15\train\img_929_017.png,Assorted
crops_icdar15\train\img_245_005.png,PHOTO
crops_icdar15\train\img_65_002.png,ONE
crops_icdar15\train\img_580_004.png,BAR
crops_icdar15\train\img_696_008.png,BVLGA
crops_icdar15\train\img_391_011.png,Food
crops_icdar15\train\img_43_006.png,Seating
crops_icdar15\train\img_461_009.png,HIGSON
crops_icdar15\train\img_276_009.png,Readers
crops_icdar15\train\img_382_004.png,RUNNING
crops_icdar15\train\img_65_001.png,Line
crops_icdar15\train\img_705_002.png,Bon
crops_icdar15\train\img_109_006.png,Japanese
crops_icdar15\train\img_435_006.png,Shapes
crops_icdar15\train\img_461_007.png,HUNTED
crops_icdar15\train\img_82_012.png,CAUTION
crops_icdar15\train\img_598_000.png,ZTP
crops_icdar15\train\img_668_005.png,TOPMAN
crops_icdar15\train\img_78_011.png,Cash
crops_icdar15\train\img_782_006.png,IT'S
crops_icdar15\train\img_241_017.png,Suga
crops_icdar15\train\img_956_009.png,Own
crops_icdar15\train\img_352_000.png,MacBook
crops_icdar15\train\img_925_013.png,Savings!!
crops_icdar15\train\img_723_003.png,REPUBLIC
crops_icdar15\train\img_397_004.png,GREAT
crops_icdar15\train\img_391_009.png,Jem
crops_icdar15\train\img_237_005.png,ULTIMATE
crops_icdar15\train\img_611_001.png,and
crops_icdar15\train\img_530_008.png,Stadium
crops_icdar15\train\img_453_000.png,MADE
crops_icdar15\train\img_288_005.png,SALE
crops_icdar15\train\img_784_005.png,JEANS
crops_icdar15\train\img_334_002.png,Beauty
crops_icdar15\train\img_369_004.png,OFF
crops_icdar15\train\img_240_054.png,toast?
crops_icdar15\train\img_711_000.png,HOPE
crops_icdar15\train\img_715_006.png,AED
crops_icdar15\train\img_498_000.png,ADU
crops_icdar15\train\img_820_000.png,VACHERON
crops_icdar15\train\img_989_015.png,#12-02
crops_icdar15\train\img_522_004.png,for
crops_icdar15\train\img_264_043.png,your
crops_icdar15\train\img_896_004.png,MORE
crops_icdar15\train\img_160_015.png,easE
crops_icdar15\train\img_615_000.png,OTO
crops_icdar15\train\img_981_002.png,SIDE
crops_icdar15\train\img_227_006.png,179
crops_icdar15\train\img_167_008.png,Minutes
crops_icdar15\train\img_147_013.png,first
crops_icdar15\train\img_983_015.png,Access
crops_icdar15\train\img_120_023.png,CREATE
crops_icdar15\train\img_788_003.png,ORCHARD
crops_icdar15\train\img_484_001.png,OMG
crops_icdar15\train\img_808_001.png,OFFICINE
crops_icdar15\train\img_301_005.png,1099
crops_icdar15\train\img_486_007.png,Canteen
crops_icdar15\train\img_613_003.png,Acupuncture
crops_icdar15\train\img_881_005.png,Blush!
crops_icdar15\train\img_151_001.png,EVERY
crops_icdar15\train\img_70_006.png,SEASONS
crops_icdar15\train\img_145_001.png,saves
crops_icdar15\train\img_57_009.png,Pasir
crops_icdar15\train\img_890_005.png,Dior
crops_icdar15\train\img_43_001.png,SYDNEY
crops_icdar15\train\img_145_011.png,eve
crops_icdar15\train\img_224_017.png,PALME
crops_icdar15\train\img_235_006.png,FOR
crops_icdar15\train\img_140_005.png,South
crops_icdar15\train\img_147_057.png,more
crops_icdar15\train\img_175_002.png,Ave
crops_icdar15\train\img_483_009.png,Matching
crops_icdar15\train\img_264_037.png,Win:
crops_icdar15\train\img_893_012.png,OCBC
crops_icdar15\train\img_241_004.png,Mayo
crops_icdar15\train\img_461_011.png,HUNTED
crops_icdar15\train\img_94_031.png,ATWOOD
crops_icdar15\train\img_327_019.png,Africa
crops_icdar15\train\img_436_004.png,Ice
crops_icdar15\train\img_837_000.png,HAIR
crops_icdar15\train\img_142_000.png,UnionPay
crops_icdar15\train\img_579_001.png,SALE
crops_icdar15\train\img_193_000.png,"READER"""
crops_icdar15\train\img_233_009.png,HAIR
crops_icdar15\train\img_147_044.png,RMS
crops_icdar15\train\img_7_002.png,citi
crops_icdar15\train\img_297_021.png,Shopping
crops_icdar15\train\img_364_007.png,ush
crops_icdar15\train\img_984_047.png,Roof
crops_icdar15\train\img_102_000.png,Shop
crops_icdar15\train\img_659_000.png,BOUTIQUE
crops_icdar15\train\img_260_007.png,iMOD
crops_icdar15\train\img_804_000.png,SEPHORA
crops_icdar15\train\img_594_001.png,ASTRON
crops_icdar15\train\img_911_010.png,Commune
crops_icdar15\train\img_158_002.png,CHEQUE
crops_icdar15\train\img_126_013.png,5367
crops_icdar15\train\img_310_001.png,AXS
crops_icdar15\train\img_679_004.png,adidas
crops_icdar15\train\img_78_017.png,bills
crops_icdar15\train\img_296_008.png,mc.2
crops_icdar15\train\img_522_005.png,your
crops_icdar15\train\img_627_006.png,CiTYLiNK
crops_icdar15\train\img_306_004.png,RYOSHI
crops_icdar15\train\img_848_012.png,inl
crops_icdar15\train\img_202_000.png,SKYLIGHT
crops_icdar15\train\img_369_008.png,SALE
crops_icdar15\train\img_162_001.png,OUT
crops_icdar15\train\img_263_006.png,PIER
crops_icdar15\train\img_57_000.png,Koon
crops_icdar15\train\img_772_006.png,UNIQLO
crops_icdar15\train\img_618_005.png,BROWNIES
crops_icdar15\train\img_925_002.png,DUTY
crops_icdar15\train\img_231_006.png,Platform
crops_icdar15\train\img_241_019.png,honey
crops_icdar15\train\img_379_001.png,skin
crops_icdar15\train\img_96_000.png,NESCAFE
crops_icdar15\train\img_893_003.png,THRILLS
crops_icdar15\train\img_120_014.png,Town
crops_icdar15\train\img_205_005.png,Tidinas
crops_icdar15\train\img_15_001.png,STRICTLY
crops_icdar15\train\img_159_032.png,TREATMENTS
crops_icdar15\train\img_883_001.png,SPOT
crops_icdar15\train\img_437_003.png,CORDIAL
crops_icdar15\train\img_162_000.png,stand
crops_icdar15\train\img_229_002.png,ENVIRONMENTAL
crops_icdar15\train\img_275_000.png,Files
crops_icdar15\train\img_767_005.png,S10
crops_icdar15\train\img_108_021.png,AND
crops_icdar15\train\img_387_007.png,Good
crops_icdar15\train\img_971_009.png,BEST
crops_icdar15\train\img_98_025.png,COMMON
crops_icdar15\train\img_293_009.png,NoTo
crops_icdar15\train\img_59_005.png,GREAT
crops_icdar15\train\img_319_000.png,WILD
crops_icdar15\train\img_775_001.png,UNIQLO
crops_icdar15\train\img_57_005.png,West
crops_icdar15\train\img_377_001.png,WORLD
crops_icdar15\train\img_424_000.png,RamenPlay
crops_icdar15\train\img_78_020.png,Balance
crops_icdar15\train\img_435_012.png,INTERNATIONAL
crops_icdar15\train\img_151_000.png,DAIKIN
crops_icdar15\train\img_133_009.png,out
crops_icdar15\train\img_340_000.png,WILD
crops_icdar15\train\img_938_001.png,Available
crops_icdar15\train\img_379_000.png,ASTER
crops_icdar15\train\img_756_005.png,PATERSON
crops_icdar15\train\img_718_002.png,SIQUEEN
crops_icdar15\train\img_713_006.png,FOOD
crops_icdar15\train\img_681_002.png,minds
crops_icdar15\train\img_78_040.png,Update
crops_icdar15\train\img_545_005.png,BEST
crops_icdar15\train\img_601_006.png,here.
crops_icdar15\train\img_695_002.png,HOTEL
crops_icdar15\train\img_116_012.png,Vanilla
crops_icdar15\train\img_829_004.png,spade
crops_icdar15\train\img_125_000.png,star
crops_icdar15\train\img_117_003.png,SMARTS
crops_icdar15\train\img_803_005.png,Samantha
crops_icdar15\train\img_998_004.png,YOUR
crops_icdar15\train\img_848_015.png,and
crops_icdar15\train\img_996_000.png,SALES
crops_icdar15\train\img_742_000.png,shu
crops_icdar15\train\img_781_009.png,QLO
crops_icdar15\train\img_779_001.png,price
crops_icdar15\train\img_863_009.png,Sasa
crops_icdar15\train\img_960_014.png,WIN
crops_icdar15\train\img_942_005.png,BIG
crops_icdar15\train\img_275_002.png,Organizer
crops_icdar15\train\img_800_014.png,Strike
crops_icdar15\train\img_656_000.png,SUBWAY
crops_icdar15\train\img_501_000.png,NLB
crops_icdar15\train\img_38_001.png,YOUR
crops_icdar15\train\img_122_004.png,Town
crops_icdar15\train\img_525_009.png,HERE
crops_icdar15\train\img_177_000.png,EXIT
crops_icdar15\train\img_847_008.png,Link
crops_icdar15\train\img_851_005.png,SINGPOST
crops_icdar15\train\img_983_026.png,concierge
crops_icdar15\train\img_428_001.png,ROCHER
crops_icdar15\train\img_921_010.png,MAIDS
crops_icdar15\train\img_432_003.png,CARE
crops_icdar15\train\img_796_011.png,ZNIZANJE
crops_icdar15\train\img_784_008.png,BUTTER
crops_icdar15\train\img_163_006.png,BLOCK
crops_icdar15\train\img_236_003.png,Matching
crops_icdar15\train\img_639_005.png,GEOX
crops_icdar15\train\img_628_002.png,DAY
crops_icdar15\train\img_766_012.png,LEVI'S
crops_icdar15\train\img_116_007.png,Original
crops_icdar15\train\img_337_000.png,ALDO
crops_icdar15\train\img_901_008.png,ITE
crops_icdar15\train\img_667_002.png,Hello
crops_icdar15\train\img_679_006.png,PLASTIC
crops_icdar15\train\img_127_001.png,Kun
crops_icdar15\train\img_769_002.png,LOVE
crops_icdar15\train\img_948_004.png,your
crops_icdar15\train\img_488_002.png,Painting
crops_icdar15\train\img_806_000.png,miu
crops_icdar15\train\img_121_000.png,SLOW
crops_icdar15\train\img_107_002.png,MIA!
crops_icdar15\train\img_784_014.png,SALE
crops_icdar15\train\img_77_004.png,PLAIN
crops_icdar15\train\img_224_001.png,Keppol
crops_icdar15\train\img_681_004.png,MORE
crops_icdar15\train\img_351_001.png,ELECTRICAL
crops_icdar15\train\img_447_001.png,CORNER
crops_icdar15\train\img_787_000.png,SWAROVSKI
crops_icdar15\train\img_393_000.png,WWW.TISSOT.CN
crops_icdar15\train\img_863_008.png,EXIT
crops_icdar15\train\img_227_001.png,BOS
crops_icdar15\train\img_718_006.png,MADDEN
crops_icdar15\train\img_705_001.png,HOTTIS
crops_icdar15\train\img_415_009.png,50%
crops_icdar15\train\img_702_001.png,TANG
crops_icdar15\train\img_171_011.png,day.
crops_icdar15\train\img_682_000.png,motherswork
crops_icdar15\train\img_485_003.png,183
crops_icdar15\train\img_801_000.png,REBAJAS
crops_icdar15\train\img_543_000.png,CANDLE
crops_icdar15\train\img_201_015.png,claims.
crops_icdar15\train\img_124_002.png,PERKINS
crops_icdar15\train\img_232_006.png,here!
crops_icdar15\train\img_833_004.png,BLENHEIM
crops_icdar15\train\img_490_003.png,SEWING
crops_icdar15\train\img_773_008.png,SALE
crops_icdar15\train\img_401_005.png,TOPMA
crops_icdar15\train\img_198_003.png,DANGER
crops_icdar15\train\img_355_010.png,Sale
crops_icdar15\train\img_723_001.png,OFF
crops_icdar15\train\img_415_000.png,140
crops_icdar15\train\img_739_006.png,SAL
crops_icdar15\train\img_845_010.png,SALE
crops_icdar15\train\img_708_000.png,BLUM
crops_icdar15\train\img_896_011.png,RETAIL
crops_icdar15\train\img_35_001.png,WAVES
crops_icdar15\train\img_493_003.png,Knee
crops_icdar15\train\img_510_008.png,199
crops_icdar15\train\img_861_006.png,CALENDAR
crops_icdar15\train\img_94_054.png,World
crops_icdar15\train\img_750_001.png,DIGITAL
crops_icdar15\train\img_622_003.png,DON
crops_icdar15\train\img_92_003.png,purchases
crops_icdar15\train\img_170_004.png,KEH
crops_icdar15\train\img_773_017.png,SAL
crops_icdar15\train\img_486_013.png,197
crops_icdar15\train\img_593_006.png,L'OCCITANE
crops_icdar15\train\img_328_000.png,LOVIS
crops_icdar15\train\img_431_001.png,NAMO
crops_icdar15\train\img_329_001.png,DIAMONDS
crops_icdar15\train\img_139_002.png,PINTU
crops_icdar15\train\img_609_005.png,CUBES
crops_icdar15\train\img_185_004.png,PTE.
crops_icdar15\train\img_601_009.png,UOB
crops_icdar15\train\img_658_001.png,LITTLE
crops_icdar15\train\img_233_004.png,Get
crops_icdar15\train\img_952_010.png,efficacy
crops_icdar15\train\img_497_003.png,Clementi
crops_icdar15\train\img_630_004.png,IT'S
crops_icdar15\train\img_656_002.png,CITY
crops_icdar15\train\img_199_006.png,CLOSED
crops_icdar15\train\img_329_000.png,LOVIS
crops_icdar15\train\img_351_002.png,CABLES
crops_icdar15\train\img_962_002.png,SALAD
crops_icdar15\train\img_76_005.png,Members
crops_icdar15\train\img_854_003.png,Talk
crops_icdar15\train\img_71_001.png,FSC
crops_icdar15\train\img_984_050.png,Garden
crops_icdar15\train\img_259_001.png,154
crops_icdar15\train\img_94_040.png,Beauty
crops_icdar15\train\img_326_006.png,OFF
crops_icdar15\train\img_907_004.png,STORE
crops_icdar15\train\img_984_021.png,Indulge
crops_icdar15\train\img_54_013.png,Transfer
crops_icdar15\train\img_901_004.png,SAL
crops_icdar15\train\img_925_010.png,FANTASTIC
crops_icdar15\train\img_9_000.png,EXIT
crops_icdar15\train\img_227_009.png,BERTH
crops_icdar15\train\img_950_002.png,TRAS
